PC1,PC2,Batch
5.798723883016611,1.1035211818511776,MEZCLA
6.310280733046625,2.2074743517273743,MEZCLA
6.370010236160598,1.6493214610171945,MEZCLA
6.245993436048351,2.091660837373578,MEZCLA
6.391321775632984,2.477743463879561,MEZCLA
6.1564668041440855,2.1628856831959427,MEZCLA
5.9893340032956965,1.9065340686821612,MEZCLA
5.578508659983536,1.9860402110605744,MEZCLA
5.490506799635542,1.474755786091741,MEZCLA
5.603399855273827,0.9909455932455036,MEZCLA
6.111102562545828,1.9206475005050037,MEZCLA
6.316672240267332,1.6893860457742054,MEZCLA
5.854748448785448,1.5400653364773094,MEZCLA
7.091256142194649,2.493944880198861,MEZCLA
6.085238352256501,2.247418114604105,MEZCLA
5.739624002282524,2.3173917106266466,MEZCLA
6.502839148168761,2.468325115017629,MEZCLA
6.0922413133749975,1.616913646447418,MEZCLA
5.902386592849656,1.2976947086885244,MEZCLA
5.71286624622687,0.8955694208381978,MEZCLA
5.752435227961657,1.9014198107533211,MEZCLA
5.835409396666011,1.6905519214256564,MEZCLA
5.5480915095675565,1.3098540900939448,MEZCLA
6.569969162111886,2.490563773243146,MEZCLA
6.783118858288163,2.167267025601505,MEZCLA
6.764683618224956,2.116910907513922,MEZCLA
6.566058555802581,1.9332520797742565,MEZCLA
5.934487454388941,1.858669834195132,MEZCLA
7.362080145076357,2.389724368246576,MEZCLA
7.018804642045369,2.2979029768794,MEZCLA
6.699993857107642,2.410331830524131,MEZCLA
6.308973860024381,1.9443030140781328,MEZCLA
6.3319587417617145,2.3669457166556462,MEZCLA
